Kingdom	Supergroup	Division	Class	Order	Family	Genus	Species
Eukaryota	Alveolata	Perkinsea	Perkinsida	Perkinsida_X	Parvilucifera-group	Parvilucifera	Parvilucifera_prorocentri
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Oligohymenophorea_X	Oligohymenophorea_XX	Collinia	Collinia_beringensis
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
Eukaryota	Stramenopiles	Stramenopiles_X	MAST	MAST-3	MAST-3D	MAST-3D_X	MAST-3D_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-2	Telonemia-Group-2_X	Telonemia-Group-2_X_sp.
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophyceae_Clade_F	Prymnesiophyceae_Clade_F_X	Prymnesiophyceae_Clade_F_XX	Prymnesiophyceae_Clade_F_XX_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	Thalassiosira_sp.
Eukaryota	Stramenopiles	Stramenopiles_X	Stramenopiles_XX	Stramenopiles_XXX	Stramenopiles_XXXX	Stramenopiles_XXXXX	Stramenopiles_XXXXX_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bolidophyceae	Parmales	Triparmaceae	Triparma	Triparma_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-22	Dino-Group-II-Clade-22_X	Dino-Group-II-Clade-22_X_sp.
Eukaryota	Alveolata	Ciliophora	Colpodea	Colpodea-1	Colpodea-1_X	Colpodea-1_XX	Colpodea-1_XX_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Dino-Group-I-Clade-4_X	Dino-Group-I-Clade-4_X_sp.
Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-3	Dino-Group-II-Clade-3_X	Dino-Group-II-Clade-3_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Abedinium	Abedinium_dasypus
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophyceae_Clade_E	Prymnesiophyceae_Clade_E_X	Prymnesiophyceae_Clade_E_XX	Prymnesiophyceae_Clade_E_XX_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II_X	Dino-Group-II_XX	Dino-Group-II_XX_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Prorocentrum	Prorocentrum_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Eucampia	Eucampia_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Thalassionema	Thalassionema_frauenfeldii
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Navicula	Navicula_sp.
Eukaryota	Alveolata	Ciliophora	Prostomatea	Prostomatea-1	Prostomatea-1_X	Prostomatea-1_XX	Prostomatea-1_XX_sp.
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_sp.
Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-30	Dino-Group-II-Clade-30_X	Dino-Group-II-Clade-30_X_sp.
Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-2	Telonemia-Group-2_X	Telonemia-Group-2_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
Eukaryota	Opisthokonta	Metazoa	Bryozoa	Bryozoa_X	Bryozoa_XX	Callopora	Callopora_lineata
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ventricleftida	CCW10-lineage	CCW10-lineage_X	CCW10-lineage_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-26	Dino-Group-II-Clade-26_X	Dino-Group-II-Clade-26_X_sp.
Eukaryota	Alveolata	Dinophyta	Dinophyta_X	Dinophyta_XX	Dinophyta_XXX	Dinophyta_XXXX	Dinophyta_XXXX_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Gyrosigma	Gyrosigma_limosum
Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
Eukaryota	Alveolata	Ciliophora	Colpodea	Colpodea-1	Colpodea-1_X	Colpodea-1_XX	Colpodea-1_XX_sp.
Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Blastodinium	Blastodinium_contortum
Eukaryota	Stramenopiles	Stramenopiles_X	Stramenopiles_X-Group-9	Stramenopiles_X-Group-9_X	Stramenopiles_X-Group-9_XX	Stramenopiles_X-Group-9_XXX	Stramenopiles_X-Group-9_XXX_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-17	Dino-Group-II-Clade-17_X	Dino-Group-II-Clade-17_X_sp.
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia	Peritrichia_X	Philaccolilus	Philaccolilus_mekus
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-III	Dino-Group-III_X	Dino-Group-III_XX	Dino-Group-III_XX_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-3	Dino-Group-II-Clade-3_X	Dino-Group-II-Clade-3_X_sp.
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Glycera	Glycera_capitata
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
Eukaryota	Amoebozoa	Lobosa	Discosea-Longamoebia	Dermamoebida	Mayorellidae	Mayorella	Mayorella_gemmifera
Eukaryota	Opisthokonta	Metazoa	Nemertea	Nemertea_X	Nemertea_XX	Carinoma	Carinoma_tremaphoros
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-27	Dino-Group-II-Clade-27_X	Dino-Group-II-Clade-27_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-14	Dino-Group-II-Clade-14_X	Dino-Group-II-Clade-14_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-15	Dino-Group-II-Clade-15_X	Dino-Group-II-Clade-15_X_sp.
Eukaryota	Stramenopiles	Stramenopiles_X	Labyrinthulea	Labyrinthulales	Labyrinthulaceae	Labyrinthulaceae_X	Labyrinthulaceae_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Bacillaria	Bacillaria_paxillifer
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Karenia	Karenia_bidigitata
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ventricleftida	CCW10-lineage	CCW10-lineage_X	CCW10-lineage_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-27	Dino-Group-II-Clade-27_X	Dino-Group-II-Clade-27_X_sp.
Eukaryota	Rhizaria	Radiolaria	Acantharea	Chaunacanthida	Chaunacanthida_X	Chaunacanthida_XX	Chaunacanthida_XX_sp.
Eukaryota	Rhizaria	Radiolaria	RAD-B	RAD-B_X	RAD-B-Group-IV	Sticholonche	Sticholonche_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-30	Dino-Group-II-Clade-30_X	Dino-Group-II-Clade-30_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	Thalassiosira_sp.
Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Cyrtophoria	Chlamydodontidae	Chlamydodontidae_X	Chlamydodontidae_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-III	Dino-Group-III_X	Dino-Group-III_XX	Dino-Group-III_XX_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Minutocellus	Minutocellus_polymorphus
Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-14	Dino-Group-II-Clade-14_X	Dino-Group-II-Clade-14_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Pelagophyceae	Sarcinochrysidales	Sarcinochrysidaceae	Ankylochrysis	Ankylochrysis_sp.
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_globosa
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	Crustomastigaceae	Crustomastigaceae-AB	Crustomastigaceae-AB_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-21	Dino-Group-II-Clade-21_X	Dino-Group-II-Clade-21_X_sp.
Eukaryota	Stramenopiles	Stramenopiles_X	MAST	MAST-3	MAST-3E	MAST-3E_X	MAST-3E_X_sp.
Eukaryota	Hacrobia	Katablepharidophyta	Katablepharidaceae	Katablepharidales	Katablepharidales_X	Katablepharidales_XX	Katablepharidales_XX_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Amphitrite	Amphitrite_ornata
Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Vitex	Vitex_lucens
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Leegaardiellidae_A	Leegaardiellidae_A_X	Leegaardiellidae_A_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-20	Dino-Group-II-Clade-20_X	Dino-Group-II-Clade-20_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-3	Dino-Group-II-Clade-3_X	Dino-Group-II-Clade-3_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Dino-Group-I-Clade-4_X	Dino-Group-I-Clade-4_X_sp.
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Anobothrus	Anobothrus_gracilis
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-27	Dino-Group-II-Clade-27_X	Dino-Group-II-Clade-27_X_sp.
Eukaryota	Alveolata	Ciliophora	Litostomatea	Cyclotrichia	Cyclotrichia_X	Cyclotrichia_XX	Cyclotrichia_XX_sp.
Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-E	Chromophyton	Chromophyton_vischeri
Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Carteria	Carteria_sp.
Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Jadwigia	Jadwigia_applanata
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Phyllochaetopterus	Phyllochaetopterus_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bolidophyceae	Parmales	Parmales_env_2	Parmales_env_2_X	Parmales_env_2_X_sp.
Eukaryota	Stramenopiles	Stramenopiles_X	Stramenopiles_X-Group-9	Stramenopiles_X-Group-9_X	Stramenopiles_X-Group-9_XX	Stramenopiles_X-Group-9_XXX	Stramenopiles_X-Group-9_XXX_sp.
Eukaryota	Hacrobia	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picozoa_XXXX	Picozoa_XXXX_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II_X	Dino-Group-II_XX	Dino-Group-II_XX_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bolidophyceae	Parmales	Parmales_env_2	Parmales_env_2_X	Parmales_env_2_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
Eukaryota	Opisthokonta	Metazoa	Mollusca	Gastropoda	Heterobranchia	Berthella	Berthella_martensi
Eukaryota	Opisthokonta	Metazoa	Mollusca	Gastropoda	Caenogastropoda	Reishia	Reishia_bronni
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II_X	Dino-Group-II_XX	Dino-Group-II_XX_sp.
Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia	Uronematidae	Paralembus	Paralembus_digitiformis
Eukaryota	Rhizaria	Radiolaria	Acantharea	Acantharea_X	Acantharea_XX	Acantharea_XXX	Acantharea_XXX_sp.
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Aglaura	Aglaura_hemistoma
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-5	Dino-Group-II-Clade-5_X	Dino-Group-II-Clade-5_X_sp.
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Nassellaria	Nassellaria_X	Nassellaria_XX	Nassellaria_XX_sp.
Eukaryota	Rhizaria	Radiolaria	Acantharea	Acantharea_X	Acantharea_XX	Acantharea_XXX	Acantharea_XXX_sp.
Eukaryota	Alveolata	Ciliophora	Prostomatea	Prostomatea_X	Placidae	Spathidiopsis	Spathidiopsis_buddenbrocki
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastigaceae-B	Dolichomastigaceae-B_sp.
Eukaryota	Hacrobia	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picozoa_XXXX	Picozoa_XXXX_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-3	Dino-Group-II-Clade-3_X	Dino-Group-II-Clade-3_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.
Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Heteroconchia	Hiatella	Hiatella_arctica
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II_X	Dino-Group-II_XX	Dino-Group-II_XX_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae_A	Rimostrombidium_A	Rimostrombidium_A_sp.
Eukaryota	Opisthokonta	Metazoa	Nemertea	Nemertea_X	Nemertea_XX	Argonemertes	Argonemertes_australiensis
Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Cyrtophoria	Hartmannulidae	Hartmannulidae_X	Hartmannulidae_X_sp.
Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Cyrtophoria	Chlamydodontidae	Chlamydodontidae_X	Chlamydodontidae_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-6	Dino-Group-II-Clade-6_X	Dino-Group-II-Clade-6_X_sp.
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-6	Dino-Group-II-Clade-6_X	Dino-Group-II-Clade-6_X_sp.
Eukaryota	Alveolata	Apicomplexa	Apicomplexa_X	Novel-Apicomplexa-Class-1	Novel-Apicomplexa-Class-1_X	Novel-Apicomplexa-Class-1_XX	Novel-Apicomplexa-Class-1_XX_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Hexapoda	Insecta	Stephostethus	Stephostethus_liratus
Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Protobranchia	Yoldiella	Yoldiella_orcia
Eukaryota	Stramenopiles	Stramenopiles_X	Stramenopiles_XX	Stramenopiles_XXX	Stramenopiles_XXXX	Stramenopiles_XXXXX	Stramenopiles_XXXXX_sp.
Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Goniomonadales	Goniomonas	Goniomonas_amphinema
Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-2	Dino-Group-I-Clade-2_X	Dino-Group-I-Clade-2_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-2	Dino-Group-I-Clade-2_X	Dino-Group-I-Clade-2_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Amphitrite	Amphitrite_ornata
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-3	Dino-Group-II-Clade-3_X	Dino-Group-II-Clade-3_X_sp.
Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH-1	MOCH-1_X	MOCH-1_XX	MOCH-1_XX_sp.
Eukaryota	Alveolata	Dinophyta	Dinophyceae	Suessiales	Suessiales_X	Suessiales_XX	Suessiales_XX_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bolidophyceae	Parmales	Triparmaceae	Triparma	Triparma_sp.
Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_X_Group_L	Choanoflagellatea_X_Group_L_X	Choanoflagellatea_X_Group_L_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-2	Dino-Group-I-Clade-2_X	Dino-Group-I-Clade-2_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Stephanodiscus	Stephanodiscus_binderanus
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-13	Dino-Group-II-Clade-13_X	Dino-Group-II-Clade-13_X_sp.
Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-2	Telonemia-Group-2_X	Telonemia-Group-2_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
Eukaryota	Opisthokonta	Metazoa	Craniata	Craniata_X	Polypteriformes	Polypterus	Polypterus_delhezi
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Dino-Group-I-Clade-4_X	Dino-Group-I-Clade-4_X_sp.
Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Pentapharsodinium	Pentapharsodinium_dalei
Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-2	Telonemia-Group-2_X	Telonemia-Group-2_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-30	Dino-Group-II-Clade-30_X	Dino-Group-II-Clade-30_X_sp.
Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Prorocentrum	Prorocentrum_rhathymum
Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Cercomonadidae	Cercomonas	Cercomonas_celer
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Amphicorina	Amphicorina_ascidicola
Eukaryota	Alveolata	Ciliophora	Colpodea	Colpodea-1	Colpodea-1_X	Colpodea-1_XX	Colpodea-1_XX_sp.
Eukaryota	Stramenopiles	Stramenopiles_X	Stramenopiles_XX	Stramenopiles_XXX	Stramenopiles_XXXX	Stramenopiles_XXXXX	Stramenopiles_XXXXX_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-2	Dino-Group-I-Clade-2_X	Dino-Group-I-Clade-2_X_sp.
Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Heterocapsa	Heterocapsa_sp.
Eukaryota	Stramenopiles	Stramenopiles_X	Bicoecea	Borokales	Borokaceae	Borokaceae_X	Borokaceae_X_sp.
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Apostomatia	Foettingeriidae	Foettingeriidae_X	Foettingeriidae_X_sp.
